"","V1","V2","V3","V4","V5","V6"
"6262","type=weaksubj","len=1","word1=responsibility","pos1=noun","stemmed1=n","priorpolarity=positive"
"6263","type=weaksubj","len=1","word1=responsible","pos1=adj","stemmed1=n","priorpolarity=positive"
"6264","type=weaksubj","len=1","word1=responsibly","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6265","type=weaksubj","len=1","word1=responsive","pos1=adj","stemmed1=n","priorpolarity=positive"
"6266","type=weaksubj","len=1","word1=restful","pos1=adj","stemmed1=n","priorpolarity=positive"
"6267","type=weaksubj","len=1","word1=restless","pos1=adj","stemmed1=n","priorpolarity=negative"
"6268","type=weaksubj","len=1","word1=restlessness","pos1=noun","stemmed1=n","priorpolarity=negative"
"6269","type=weaksubj","len=1","word1=restoration","pos1=noun","stemmed1=n","priorpolarity=positive"
"6270","type=weaksubj","len=1","word1=restore","pos1=verb","stemmed1=y","priorpolarity=positive"
"6271","type=weaksubj","len=1","word1=restraint","pos1=adj","stemmed1=n","priorpolarity=positive"
"6272","type=weaksubj","len=1","word1=restraint","pos1=noun","stemmed1=n","priorpolarity=positive"
"6273","type=weaksubj","len=1","word1=restrict","pos1=verb","stemmed1=y","priorpolarity=negative"
"6274","type=weaksubj","len=1","word1=restricted","pos1=adj","stemmed1=n","priorpolarity=negative"
"6275","type=weaksubj","len=1","word1=restriction","pos1=noun","stemmed1=n","priorpolarity=negative"
"6276","type=weaksubj","len=1","word1=restrictive","pos1=adj","stemmed1=n","priorpolarity=negative"
"6277","type=weaksubj","len=1","word1=resurgent","pos1=adj","stemmed1=n","priorpolarity=positive"
"6278","type=weaksubj","len=1","word1=retaliate","pos1=verb","stemmed1=y","priorpolarity=negative"
"6279","type=weaksubj","len=1","word1=retaliatory","pos1=adj","stemmed1=n","priorpolarity=negative"
"6280","type=weaksubj","len=1","word1=retard","pos1=verb","stemmed1=y","priorpolarity=negative"
"6281","type=strongsubj","len=1","word1=reticent","pos1=adj","stemmed1=n","priorpolarity=negative"
"6282","type=weaksubj","len=1","word1=retire","pos1=verb","stemmed1=y","priorpolarity=negative"
"6283","type=weaksubj","len=1","word1=retract","pos1=verb","stemmed1=y","priorpolarity=negative"
"6284","type=weaksubj","len=1","word1=retreat","pos1=noun","stemmed1=n","priorpolarity=negative"
"6285","type=weaksubj","len=1","word1=retreat","pos1=verb","stemmed1=y","priorpolarity=negative"
"6286","type=weaksubj","len=1","word1=reunite","pos1=verb","stemmed1=y","priorpolarity=positive"
"6287","type=weaksubj","len=1","word1=reveal","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"6288","type=strongsubj","len=1","word1=revealing","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6289","type=strongsubj","len=1","word1=revel","pos1=adj","stemmed1=n","priorpolarity=positive"
"6290","type=strongsubj","len=1","word1=revel","pos1=noun","stemmed1=n","priorpolarity=positive"
"6291","type=strongsubj","len=1","word1=revel","pos1=verb","stemmed1=y","priorpolarity=positive"
"6292","type=weaksubj","len=1","word1=revelation","pos1=adj","stemmed1=n","priorpolarity=positive"
"6293","type=weaksubj","len=1","word1=revelation","pos1=noun","stemmed1=n","priorpolarity=positive"
"6294","type=strongsubj","len=1","word1=revelatory","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"6295","type=strongsubj","len=1","word1=revenge","pos1=noun","stemmed1=n","priorpolarity=negative"
"6296","type=strongsubj","len=1","word1=revenge","pos1=verb","stemmed1=y","priorpolarity=negative"
"6297","type=strongsubj","len=1","word1=revengeful","pos1=adj","stemmed1=n","priorpolarity=negative"
"6298","type=strongsubj","len=1","word1=revengefully","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6299","type=strongsubj","len=1","word1=revere","pos1=verb","stemmed1=y","priorpolarity=positive"
"6300","type=strongsubj","len=1","word1=reverence","pos1=noun","stemmed1=n","priorpolarity=positive"
"6301","type=strongsubj","len=1","word1=reverent","pos1=adj","stemmed1=n","priorpolarity=positive"
"6302","type=strongsubj","len=1","word1=reverently","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6303","type=weaksubj","len=1","word1=revert","pos1=verb","stemmed1=y","priorpolarity=negative"
"6304","type=weaksubj","len=1","word1=revival","pos1=noun","stemmed1=n","priorpolarity=positive"
"6305","type=weaksubj","len=1","word1=revive","pos1=verb","stemmed1=y","priorpolarity=positive"
"6306","type=strongsubj","len=1","word1=revile","pos1=verb","stemmed1=y","priorpolarity=negative"
"6307","type=strongsubj","len=1","word1=reviled","pos1=adj","stemmed1=n","priorpolarity=negative"
"6308","type=weaksubj","len=1","word1=revitalize","pos1=verb","stemmed1=y","priorpolarity=positive"
"6309","type=weaksubj","len=1","word1=revoke","pos1=verb","stemmed1=y","priorpolarity=negative"
"6310","type=weaksubj","len=1","word1=revolt","pos1=verb","stemmed1=y","priorpolarity=negative"
"6311","type=strongsubj","len=1","word1=revolting","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6312","type=strongsubj","len=1","word1=revoltingly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6313","type=weaksubj","len=1","word1=revolution","pos1=adj","stemmed1=n","priorpolarity=positive"
"6314","type=weaksubj","len=1","word1=revolution","pos1=noun","stemmed1=n","priorpolarity=positive"
"6315","type=strongsubj","len=1","word1=revulsion","pos1=noun","stemmed1=n","priorpolarity=negative"
"6316","type=strongsubj","len=1","word1=revulsive","pos1=adj","stemmed1=n","priorpolarity=negative"
"6317","type=strongsubj","len=1","word1=reward","pos1=verb","stemmed1=y","priorpolarity=positive"
"6318","type=strongsubj","len=1","word1=rewarding","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6319","type=strongsubj","len=1","word1=rewardingly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6320","type=weaksubj","len=1","word1=rhapsodize","pos1=verb","stemmed1=y","priorpolarity=negative"
"6321","type=weaksubj","len=1","word1=rhetoric","pos1=adj","stemmed1=n","priorpolarity=negative"
"6322","type=weaksubj","len=1","word1=rhetoric","pos1=noun","stemmed1=n","priorpolarity=negative"
"6323","type=strongsubj","len=1","word1=rhetorical","pos1=adj","stemmed1=n","priorpolarity=negative"
"6324","type=strongsubj","len=1","word1=rhetorical","pos1=noun","stemmed1=n","priorpolarity=negative"
"6325","type=weaksubj","len=1","word1=rich","pos1=adj","stemmed1=n","priorpolarity=positive"
"6326","type=weaksubj","len=1","word1=riches","pos1=noun","stemmed1=n","priorpolarity=positive"
"6327","type=strongsubj","len=1","word1=richly","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6328","type=strongsubj","len=1","word1=richness","pos1=noun","stemmed1=n","priorpolarity=positive"
"6329","type=strongsubj","len=1","word1=rid","pos1=verb","stemmed1=y","priorpolarity=negative"
"6330","type=strongsubj","len=1","word1=ridicule","pos1=noun","stemmed1=n","priorpolarity=negative"
"6331","type=strongsubj","len=1","word1=ridicule","pos1=verb","stemmed1=y","priorpolarity=negative"
"6332","type=strongsubj","len=1","word1=ridiculous","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6333","type=strongsubj","len=1","word1=ridiculously","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6334","type=strongsubj","len=1","word1=rife","pos1=adj","stemmed1=n","priorpolarity=negative"
"6335","type=strongsubj","len=1","word1=rift","pos1=adj","stemmed1=n","priorpolarity=negative"
"6336","type=strongsubj","len=1","word1=rift","pos1=noun","stemmed1=n","priorpolarity=negative"
"6337","type=strongsubj","len=1","word1=rifts","pos1=adj","stemmed1=n","priorpolarity=negative"
"6338","type=strongsubj","len=1","word1=rifts","pos1=noun","stemmed1=n","priorpolarity=negative"
"6339","type=weaksubj","len=1","word1=right","pos1=adj","stemmed1=n","priorpolarity=positive"
"6340","type=weaksubj","len=1","word1=right","pos1=noun","stemmed1=n","priorpolarity=positive"
"6341","type=strongsubj","len=1","word1=right","pos1=verb","stemmed1=y","priorpolarity=positive"
"6342","type=strongsubj","len=1","word1=righten","pos1=verb","stemmed1=y","priorpolarity=positive"
"6343","type=strongsubj","len=1","word1=righteous","pos1=adj","stemmed1=n","priorpolarity=positive"
"6344","type=strongsubj","len=1","word1=righteously","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6345","type=strongsubj","len=1","word1=righteousness","pos1=noun","stemmed1=n","priorpolarity=positive"
"6346","type=strongsubj","len=1","word1=rightful","pos1=adj","stemmed1=n","priorpolarity=positive"
"6347","type=strongsubj","len=1","word1=rightfully","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6348","type=strongsubj","len=1","word1=rightly","pos1=anypos","stemmed1=y","priorpolarity=positive"
"6349","type=strongsubj","len=1","word1=rightness","pos1=adj","stemmed1=n","priorpolarity=positive"
"6350","type=strongsubj","len=1","word1=rightness","pos1=noun","stemmed1=n","priorpolarity=positive"
"6351","type=weaksubj","len=1","word1=rights","pos1=adj","stemmed1=n","priorpolarity=positive"
"6352","type=weaksubj","len=1","word1=rights","pos1=noun","stemmed1=n","priorpolarity=positive"
"6353","type=weaksubj","len=1","word1=rigid","pos1=adj","stemmed1=n","priorpolarity=negative"
"6354","type=weaksubj","len=1","word1=rigor","pos1=noun","stemmed1=n","priorpolarity=negative"
"6355","type=weaksubj","len=1","word1=rigorous","pos1=adj","stemmed1=n","priorpolarity=negative"
"6356","type=strongsubj","len=1","word1=rile","pos1=verb","stemmed1=y","priorpolarity=negative"
"6357","type=strongsubj","len=1","word1=riled","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6358","type=weaksubj","len=1","word1=ripe","pos1=adj","stemmed1=n","priorpolarity=positive"
"6359","type=weaksubj","len=1","word1=risk","pos1=adj","stemmed1=n","priorpolarity=negative"
"6360","type=weaksubj","len=1","word1=risk","pos1=noun","stemmed1=n","priorpolarity=negative"
"6361","type=weaksubj","len=1","word1=risk-free","pos1=adj","stemmed1=n","priorpolarity=positive"
"6362","type=weaksubj","len=1","word1=risky","pos1=adj","stemmed1=n","priorpolarity=negative"
"6363","type=weaksubj","len=1","word1=rival","pos1=noun","stemmed1=n","priorpolarity=negative"
"6364","type=weaksubj","len=1","word1=rival","pos1=verb","stemmed1=y","priorpolarity=negative"
"6365","type=weaksubj","len=1","word1=rivalry","pos1=noun","stemmed1=n","priorpolarity=negative"
"6366","type=strongsubj","len=1","word1=roadblocks","pos1=adj","stemmed1=n","priorpolarity=negative"
"6367","type=strongsubj","len=1","word1=roadblocks","pos1=noun","stemmed1=n","priorpolarity=negative"
"6368","type=weaksubj","len=1","word1=robust","pos1=adj","stemmed1=n","priorpolarity=positive"
"6369","type=weaksubj","len=1","word1=rocky","pos1=adj","stemmed1=n","priorpolarity=negative"
"6370","type=strongsubj","len=1","word1=rogue","pos1=adj","stemmed1=n","priorpolarity=negative"
"6371","type=strongsubj","len=1","word1=rogue","pos1=noun","stemmed1=n","priorpolarity=negative"
"6372","type=strongsubj","len=1","word1=rollercoaster","pos1=adj","stemmed1=n","priorpolarity=negative"
"6373","type=strongsubj","len=1","word1=rollercoaster","pos1=noun","stemmed1=n","priorpolarity=negative"
"6374","type=strongsubj","len=1","word1=romantic","pos1=anypos","stemmed1=y","priorpolarity=positive"
"6375","type=strongsubj","len=1","word1=romantically","pos1=anypos","stemmed1=y","priorpolarity=positive"
"6376","type=strongsubj","len=1","word1=romanticize","pos1=verb","stemmed1=y","priorpolarity=positive"
"6377","type=strongsubj","len=1","word1=rosy","pos1=adj","stemmed1=n","priorpolarity=positive"
"6378","type=weaksubj","len=1","word1=rot","pos1=noun","stemmed1=n","priorpolarity=negative"
"6379","type=weaksubj","len=1","word1=rot","pos1=verb","stemmed1=y","priorpolarity=negative"
"6380","type=strongsubj","len=1","word1=rotten","pos1=adj","stemmed1=n","priorpolarity=negative"
"6381","type=weaksubj","len=1","word1=rough","pos1=adj","stemmed1=n","priorpolarity=negative"
"6382","type=strongsubj","len=1","word1=rousing","pos1=adj","stemmed1=n","priorpolarity=positive"
"6383","type=strongsubj","len=1","word1=rubbish","pos1=noun","stemmed1=n","priorpolarity=negative"
"6384","type=strongsubj","len=1","word1=rude","pos1=adj","stemmed1=n","priorpolarity=negative"
"6385","type=strongsubj","len=1","word1=rue","pos1=adj","stemmed1=n","priorpolarity=negative"
"6386","type=strongsubj","len=1","word1=rue","pos1=verb","stemmed1=y","priorpolarity=negative"
"6387","type=strongsubj","len=1","word1=ruffian","pos1=noun","stemmed1=n","priorpolarity=negative"
"6388","type=weaksubj","len=1","word1=ruffle","pos1=verb","stemmed1=y","priorpolarity=negative"
"6389","type=weaksubj","len=1","word1=ruin","pos1=adj","stemmed1=n","priorpolarity=negative"
"6390","type=weaksubj","len=1","word1=ruin","pos1=noun","stemmed1=n","priorpolarity=negative"
"6391","type=weaksubj","len=1","word1=ruin","pos1=verb","stemmed1=y","priorpolarity=negative"
"6392","type=weaksubj","len=1","word1=ruinous","pos1=adj","stemmed1=n","priorpolarity=negative"
"6393","type=strongsubj","len=1","word1=rumbling","pos1=adj","stemmed1=n","priorpolarity=negative"
"6394","type=strongsubj","len=1","word1=rumbling","pos1=noun","stemmed1=n","priorpolarity=negative"
"6395","type=strongsubj","len=1","word1=rumor","pos1=adj","stemmed1=n","priorpolarity=negative"
"6396","type=strongsubj","len=1","word1=rumor","pos1=noun","stemmed1=n","priorpolarity=negative"
"6397","type=strongsubj","len=1","word1=rumors","pos1=adj","stemmed1=n","priorpolarity=negative"
"6398","type=strongsubj","len=1","word1=rumors","pos1=noun","stemmed1=n","priorpolarity=negative"
"6399","type=strongsubj","len=1","word1=rumours","pos1=adj","stemmed1=n","priorpolarity=negative"
"6400","type=strongsubj","len=1","word1=rumours","pos1=noun","stemmed1=n","priorpolarity=negative"
"6401","type=strongsubj","len=1","word1=rumple","pos1=verb","stemmed1=y","priorpolarity=negative"
"6402","type=strongsubj","len=1","word1=run-down","pos1=adj","stemmed1=n","priorpolarity=negative"
"6403","type=strongsubj","len=1","word1=runaway","pos1=verb","stemmed1=n","priorpolarity=negative"
"6404","type=weaksubj","len=1","word1=rupture","pos1=noun","stemmed1=n","priorpolarity=negative"
"6405","type=weaksubj","len=1","word1=rupture","pos1=verb","stemmed1=y","priorpolarity=negative"
"6406","type=strongsubj","len=1","word1=rusty","pos1=adj","stemmed1=n","priorpolarity=negative"
"6407","type=strongsubj","len=1","word1=ruthless","pos1=adj","stemmed1=n","priorpolarity=negative"
"6408","type=strongsubj","len=1","word1=ruthlessly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6409","type=strongsubj","len=1","word1=ruthlessness","pos1=noun","stemmed1=n","priorpolarity=negative"
"6410","type=strongsubj","len=1","word1=sabotage","pos1=verb","stemmed1=y","priorpolarity=negative"
"6411","type=strongsubj","len=1","word1=sacred","pos1=adj","stemmed1=n","priorpolarity=positive"
"6412","type=strongsubj","len=1","word1=sacrifice","pos1=adj","stemmed1=n","priorpolarity=negative"
"6413","type=strongsubj","len=1","word1=sacrifice","pos1=noun","stemmed1=n","priorpolarity=negative"
"6414","type=strongsubj","len=1","word1=sad","pos1=adj","stemmed1=n","priorpolarity=negative"
"6415","type=strongsubj","len=1","word1=sad","pos1=anypos","stemmed1=y","priorpolarity=negative"
"6416","type=strongsubj","len=1","word1=sadden","pos1=verb","stemmed1=y","priorpolarity=negative"
"6417","type=strongsubj","len=1","word1=sadly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6418","type=strongsubj","len=1","word1=sadness","pos1=noun","stemmed1=n","priorpolarity=negative"
"6419","type=weaksubj","len=1","word1=safe","pos1=adj","stemmed1=n","priorpolarity=positive"
"6420","type=strongsubj","len=1","word1=safeguard","pos1=verb","stemmed1=y","priorpolarity=positive"
"6421","type=weaksubj","len=1","word1=sag","pos1=verb","stemmed1=y","priorpolarity=negative"
"6422","type=strongsubj","len=1","word1=sagacity","pos1=noun","stemmed1=n","priorpolarity=positive"
"6423","type=strongsubj","len=1","word1=sage","pos1=adj","stemmed1=n","priorpolarity=positive"
"6424","type=strongsubj","len=1","word1=sagely","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6425","type=strongsubj","len=1","word1=saint","pos1=noun","stemmed1=n","priorpolarity=positive"
"6426","type=strongsubj","len=1","word1=saintliness","pos1=noun","stemmed1=n","priorpolarity=positive"
"6427","type=strongsubj","len=1","word1=saintly","pos1=adj","stemmed1=n","priorpolarity=positive"
"6428","type=weaksubj","len=1","word1=salable","pos1=adj","stemmed1=n","priorpolarity=positive"
"6429","type=strongsubj","len=1","word1=salacious","pos1=adj","stemmed1=n","priorpolarity=negative"
"6430","type=weaksubj","len=1","word1=salivate","pos1=verb","stemmed1=y","priorpolarity=positive"
"6431","type=strongsubj","len=1","word1=salutary","pos1=adj","stemmed1=n","priorpolarity=positive"
"6432","type=strongsubj","len=1","word1=salute","pos1=verb","stemmed1=y","priorpolarity=positive"
"6433","type=strongsubj","len=1","word1=salvation","pos1=noun","stemmed1=n","priorpolarity=positive"
